Terminal log file
Date: 11/17/2015 - 3:42:20 PM
-----------------------------------------------
539,385,570,351,571,436,605,367
539,385,570,351,571,436,605,367
539,385,570,351,571,436,605,367
539,385,570,351,571,436,605,367
539,385,570,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,386,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,572,436,605,367
539,385,570,351,571,436,605,367
539,385,570,351,571,436,605,367
539,385,569,351,571,436,605,367
539,385,569,351,572,436,605,367
539,385,569,351,572,436,604,367
539,386,569,351,572,436,604,367
539,386,569,351,572,436,604,367
539,386,569,351,573,436,604,367
539,386,569,351,573,436,604,367
539,386,569,351,573,436,604,367
539,386,569,351,573,436,604,367
539,386,569,351,572,436,604,367
539,386,569,351,572,436,604,367
539,386,569,351,572,436,604,367
539,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,569,351,572,436,604,367
538,386,568,351,572,436,604,367
538,386,568,351,572,436,604,367
538,386,568,351,572,436,604,367
538,386,568,351,572,436,604,367
538,386,568,351,572,436,604,367
538,386,568,351,572,436,603,367
538,386,568,351,573,436,603,367
538,386,568,351,573,436,603,367
538,387,568,351,573,435,603,367
538,387,568,351,573,435,603,366
538,387,568,351,574,435,603,366
538,387,568,351,574,435,602,366
537,387,568,351,574,435,602,366
538,387,568,351,574,435,602,366
538,387,568,351,575,435,602,365
538,387,567,351,575,435,602,365
539,387,568,351,575,435,603,365
539,387,568,351,575,435,603,364
539,387,568,350,575,434,603,364
539,387,568,350,575,434,603,362
539,385,567,349,575,433,602,361
538,384,567,347,574,432,601,360
537,384,566,346,572,431,600,359
536,383,564,344,572,431,599,359
535,382,561,344,569,429,598,358
534,383,560,343,568,428,595,356
530,382,559,343,567,427,593,355
528,380,554,342,564,424,591,353
527,378,552,340,562,424,589,352
524,377,551,339,561,424,586,352
524,377,551,339,560,423,585,351
522,376,549,338,560,423,584,351
521,377,547,337,560,422,583,350
521,377,546,337,560,422,583,349
520,377,545,337,560,422,583,349
520,377,544,337,560,421,582,348
520,378,544,337,560,421,582,347
520,378,543,337,560,421,580,346
519,378,543,337,560,421,578,345
519,379,542,337,560,421,578,345
519,379,542,337,560,421,577,345
519,379,541,337,560,420,576,345
519,380,539,337,560,420,576,345
518,380,537,337,559,420,575,345
515,381,536,337,559,420,574,345
513,381,535,338,559,420,572,344
512,381,535,338,557,421,570,344
512,381,533,338,556,421,570,344
